note_id,anki_level,deck_name,first_study_date,last_review_date,finnish,translation,fields
1649593536400,Mature,Finnish::Suomen Mestari 1,2025-06-19 10:14:47,2025-07-02 10:07:38,tulla,"приходить, приезжать","{""Nominatiivi"": ""tulla"", ""Sound"": ""[sound:fi_sm1_nom_14.mp3]"", ""Back"": ""приходить, приезжать"", ""Hint"": ""t..."", ""example_1_fin"": ""Voin <b><i>tulla</i></b> huomenna&nbsp;aamulla kello 8."", ""sound_example_1"": ""[sound:fi_sm1_ex3_14.mp3]"", ""example_1_rus"": ""Могу <b><i>прийти</i></b>&nbsp;завтра&nbsp;утром, в 8 часов."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536401,Young,Finnish::Suomen Mestari 1,2025-06-19 10:14:53,2025-06-24 10:12:08,Huomenta!,Доброе утро!,"{""Nominatiivi"": ""Huomenta!"", ""Sound"": ""[sound:fi_sm1_nom_15.mp3]"", ""Back"": ""Доброе утро!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536402,Young,Finnish::Suomen Mestari 1,2025-06-19 10:14:58,2025-06-24 10:05:15,etunimi,имя,"{""Nominatiivi"": ""etunimi"", ""Sound"": ""[sound:fi_sm1_nom_16.mp3]"", ""Back"": ""имя"", ""Hint"": ""e..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536403,Young,Finnish::Suomen Mestari 1,2025-06-19 10:15:01,2025-06-24 10:08:41,sukunimi,фамилия,"{""Nominatiivi"": ""sukunimi"", ""Sound"": ""[sound:fi_sm1_nom_17.mp3]"", ""Back"": ""фамилия"", ""Hint"": ""s..."", ""example_1_fin"": ""Minun <i><b>sukunimi</b></i> on Koskela."", ""sound_example_1"": ""[sound:fi_sm1_ex3_17.mp3]"", ""example_1_rus"": ""Моя <b><i>фамилия</i></b> Коскела"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536404,Young,Finnish::Suomen Mestari 1,2025-06-19 10:15:05,2025-06-24 10:05:10,Hyvää iltaa!,Добрый вечер!,"{""Nominatiivi"": ""Hyvää iltaa!"", ""Sound"": ""[sound:fi_sm1_nom_18.mp3]"", ""Back"": ""Добрый вечер!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536405,Young,Finnish::Suomen Mestari 1,2025-06-19 10:15:10,2025-06-24 10:04:53,Hyvää yötä!,Доброй ночи!,"{""Nominatiivi"": ""Hyvää yötä!"", ""Sound"": ""[sound:fi_sm1_nom_19.mp3]"", ""Back"": ""Доброй ночи!"", ""Hint"": ""h..."", ""example_1_fin"": ""Yhdeksältä sanomme \""<b><i>hyvää yötä</i></b>\"" ja lapset menevät nukkumaan."", ""sound_example_1"": ""[sound:fi_sm1_ex3_19.mp3]"", ""example_1_rus"": ""В одиннадцать часов мы говорим \""<b><i>д<span style=\""font-family: Arial\"">оброй</span>&nbsp;ночи</i></b>\"" и дети идут спать."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536406,Young,Finnish::Suomen Mestari 1,2025-06-20 09:23:54,2025-06-24 10:05:20,Nuku hyvin!,Приятных снов!,"{""Nominatiivi"": ""Nuku hyvin!"", ""Sound"": ""[sound:fi_sm1_nom_20.mp3]"", ""Back"": ""Приятных снов!"", ""Hint"": ""n..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536407,Mature,Finnish::Suomen Mestari 1,2025-06-20 09:24:02,2025-06-26 09:37:18,Terve!,Здорово!,"{""Nominatiivi"": ""Terve!"", ""Sound"": ""[sound:fi_sm1_nom_21.mp3]"", ""Back"": ""Здор<b><i>о</i></b>во!"", ""Hint"": ""t..."", ""example_1_fin"": ""<b><i>Terve</i></b> Pedro, Alex täällä."", ""sound_example_1"": ""[sound:fi_sm1_ex3_21.mp3]"", ""example_1_rus"": ""<b style=\""font-style: italic;\"">Здор</b>о<b style=\""font-style: italic;\"">во</b>&nbsp;Педро, это Алекс.&nbsp;"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536408,Young,Finnish::Suomen Mestari 1,2025-06-20 09:24:18,2025-06-24 10:10:43,Näkemiin!,До свидания!,"{""Nominatiivi"": ""Näkemiin!"", ""Sound"": ""[sound:fi_sm1_nom_22.mp3]"", ""Back"": ""До свидания!"", ""Hint"": ""N..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536409,Young,Finnish::Suomen Mestari 1,2025-06-20 09:24:24,2025-06-26 09:50:37,Ei se mitään!,Это ничего! (ничего страшного),"{""Nominatiivi"": ""Ei se mitään!"", ""Sound"": ""[sound:fi_sm1_nom_23.mp3]"", ""Back"": ""Это ничего! (ничего страшного)"", ""Hint"": ""e..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536410,Young,Finnish::Suomen Mestari 1,2025-06-20 09:24:29,2025-06-26 09:39:02,Ole hyvä!,Пожалуйста!,"{""Nominatiivi"": ""Ole hyvä!"", ""Sound"": ""[sound:fi_sm1_nom_24.mp3]"", ""Back"": ""Пожалуйста!"", ""Hint"": ""o..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536411,Young,Finnish::Suomen Mestari 1,2025-06-20 09:32:18,2025-06-26 09:38:16,kiitos,спасибо,"{""Nominatiivi"": ""kiitos"", ""Sound"": ""[sound:fi_sm1_nom_25.mp3]"", ""Back"": ""спасибо"", ""Hint"": ""k..."", ""example_1_fin"": ""<span style=\""font-family: 'Liberation Sans'\""><b><i>Kiitos</i></b> samoin!</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_25.mp3]"", ""example_1_rus"": ""<span style=\""font-family: Arial\"">Вам также <b><i>спасибо</i></b>!</span>"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536412,Young,Finnish::Suomen Mestari 1,2025-06-20 09:24:49,2025-06-26 09:50:21,maanantai,понедельник,"{""Nominatiivi"": ""maanantai"", ""Sound"": ""[sound:fi_sm1_nom_26.mp3]"", ""Back"": ""понедельник"", ""Hint"": ""m..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536413,Young,Finnish::Suomen Mestari 1,2025-06-20 09:29:03,2025-06-26 09:36:38,tiistai,вторник,"{""Nominatiivi"": ""tiistai"", ""Sound"": ""[sound:fi_sm1_nom_27.mp3]"", ""Back"": ""вторник"", ""Hint"": ""t..."", ""example_1_fin"": ""Kalle ja Peter pelaavat jalkapalloa <b><i>tiistaisin</i></b>."", ""sound_example_1"": ""[sound:fi_sm1_ex3_27.mp3]"", ""example_1_rus"": ""Калле и Петер играют в футбол <b><i>по вторникам</i></b>."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536414,Young,Finnish::Suomen Mestari 1,2025-06-20 09:29:07,2025-06-24 10:07:34,keskiviikko,среда,"{""Nominatiivi"": ""keskiviikko"", ""Sound"": ""[sound:fi_sm1_nom_28.mp3]"", ""Back"": ""среда"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536415,Young,Finnish::Suomen Mestari 1,2025-06-20 09:33:14,2025-06-24 10:09:22,torstai,четверг,"{""Nominatiivi"": ""torstai"", ""Sound"": ""[sound:fi_sm1_nom_29.mp3]"", ""Back"": ""четверг"", ""Hint"": ""t..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536416,Young,Finnish::Suomen Mestari 1,2025-06-21 10:10:41,2025-06-26 09:55:24,perjantai,пятница,"{""Nominatiivi"": ""perjantai"", ""Sound"": ""[sound:fi_sm1_nom_30.mp3]"", ""Back"": ""пятница"", ""Hint"": ""p..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536417,Young,Finnish::Suomen Mestari 1,2025-06-21 10:10:55,2025-06-26 09:52:56,lauantai,суббота,"{""Nominatiivi"": ""lauantai"", ""Sound"": ""[sound:fi_sm1_nom_31.mp3]"", ""Back"": ""суббота"", ""Hint"": ""l..."", ""example_1_fin"": ""Eilen oli&nbsp;<b><i>lauantai</i></b> ja kaunis ilma."", ""sound_example_1"": ""[sound:fi_sm1_ex3_31.mp3]"", ""example_1_rus"": ""Вчера была <b><i>суббота</i></b> и прекрасная погода."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536418,Young,Finnish::Suomen Mestari 1,2025-06-21 10:11:22,2025-06-26 09:52:05,sunnuntai,воскресенье,"{""Nominatiivi"": ""sunnuntai"", ""Sound"": ""[sound:fi_sm1_nom_32.mp3]"", ""Back"": ""воскресенье"", ""Hint"": ""s..."", ""example_1_fin"": ""Joskus <b><i>sunnuntaisin</i></b> rouva Wigren syö aapupalaa ravintolassa."", ""sound_example_1"": ""[sound:fi_sm1_ex3_32.mp3]"", ""example_1_rus"": ""Иногда <i><b>по воскресеньям</b></i> госпожа Вигрен завтракает в ресторане."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536419,Young,Finnish::Suomen Mestari 1,2025-06-21 10:11:52,2025-06-26 09:49:17,viikonloppu,выходные,"{""Nominatiivi"": ""viikonloppu"", ""Sound"": ""[sound:fi_sm1_nom_33.mp3]"", ""Back"": ""выходные"", ""Hint"": ""v..."", ""example_1_fin"": ""Ihanaa, on <i><b>viikonloppu</b></i> ja minulla ei ole kiire."", ""sound_example_1"": ""[sound:fi_sm1_ex3_33.mp3]"", ""example_1_rus"": ""Хорошо, что <b><i>выходной</i></b> и я (никуда) не спешу."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536420,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:06,2025-06-26 09:55:47,toissapäivänä,позавчера,"{""Nominatiivi"": ""toissapäivänä"", ""Sound"": ""[sound:fi_sm1_nom_34.mp3]"", ""Back"": ""позавчера"", ""Hint"": ""t..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536421,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:09,2025-06-26 09:51:56,eilen,вчера,"{""Nominatiivi"": ""eilen"", ""Sound"": ""[sound:fi_sm1_nom_35.mp3]"", ""Back"": ""вчера"", ""Hint"": ""e..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536422,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:11,2025-06-26 09:54:25,tänään,сегодня,"{""Nominatiivi"": ""tänään"", ""Sound"": ""[sound:fi_sm1_nom_36.mp3]"", ""Back"": ""сегодня"", ""Hint"": ""t..."", ""example_1_fin"": ""<b><i>Tänään</i></b> Pedro kirjoittaa Mikkolle sähköpostia."", ""sound_example_1"": ""[sound:fi_sm1_ex3_36.mp3]"", ""example_1_rus"": ""<b><i>Сегодня</i></b> Педро пишет Микке по электронной почте."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536423,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:18,2025-06-26 09:55:10,huomenna,завтра,"{""Nominatiivi"": ""huomenna"", ""Sound"": ""[sound:fi_sm1_nom_37.mp3]"", ""Back"": ""завтра"", ""Hint"": ""h..."", ""example_1_fin"": ""Nähdään huomenna!"", ""sound_example_1"": ""[sound:fi_sm1_ex3_37.mp3]"", ""example_1_rus"": ""Увидимся завтра!"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536424,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:43,2025-06-26 09:52:19,ylihuomenna,послезавтра,"{""Nominatiivi"": ""ylihuomenna"", ""Sound"": ""[sound:fi_sm1_nom_38.mp3]"", ""Back"": ""послезавтра"", ""Hint"": ""y..."", ""example_1_fin"": ""Ajamme <b><i>ylihuomenna</i></b> Helsinkiin."", ""sound_example_1"": ""[sound:fi_sm1_ex3_38.mp3]"", ""example_1_rus"": ""<b><i>Завтра</i></b> приезжаем в Хельсинки."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536425,Young,Finnish::Suomen Mestari 1,2025-06-21 10:12:47,2025-06-26 09:53:22,Hyvää viikonloppuna!,Хороших выходных!,"{""Nominatiivi"": ""Hyvää viikonloppuna!"", ""Sound"": ""[sound:fi_sm1_nom_39.mp3]"", ""Back"": ""Хороших выходных!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536426,Young,Finnish::Suomen Mestari 1,2025-06-22 10:00:47,2025-06-27 10:08:40,numero,номер,"{""Nominatiivi"": ""numero"", ""Sound"": ""[sound:fi_sm1_nom_40.mp3]"", ""Back"": ""номер"", ""Hint"": ""n..."", ""example_1_fin"": ""Tavallisesti opettaja tulee töihin bussilla <b><i>numero</i></b> 67."", ""sound_example_1"": ""[sound:fi_sm1_ex3_40.mp3]"", ""example_1_rus"": ""Обычно преподаватель едет на работу на автобусе,&nbsp;<b><i>номер</i></b> 67."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536427,Young,Finnish::Suomen Mestari 1,2025-06-22 10:00:58,2025-06-27 10:09:05,nolla,ноль,"{""Nominatiivi"": ""nolla"", ""Sound"": ""[sound:fi_sm1_nom_41.mp3]"", ""Back"": ""ноль"", ""Hint"": ""n..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536428,Young,Finnish::Suomen Mestari 1,2025-06-22 10:02:27,2025-06-27 10:10:02,yksi,один,"{""Nominatiivi"": ""yksi"", ""Sound"": ""[sound:fi_sm1_nom_42.mp3]"", ""Back"": ""один"", ""Hint"": ""y..."", ""example_1_fin"": ""<b><i>Yksi</i></b> asiakas kysyy, missä ovat kastenkirjat."", ""sound_example_1"": ""[sound:fi_sm1_ex3_42.mp3]"", ""example_1_rus"": ""<b><i>Один</i></b> покупатель спрашивает, где книги для детей."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536429,Young,Finnish::Suomen Mestari 1,2025-06-22 10:02:32,2025-06-27 10:09:23,kaksi,два,"{""Nominatiivi"": ""kaksi"", ""Sound"": ""[sound:fi_sm1_nom_43.mp3]"", ""Back"": ""два"", ""Hint"": ""k..."", ""example_1_fin"": ""Luulen, että kokous on kello <b><i>kaksi</i></b>."", ""sound_example_1"": ""[sound:fi_sm1_ex3_43.mp3]"", ""example_1_rus"": ""Думаю, что собрание в <b><i>два</i></b> часа."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536430,Young,Finnish::Suomen Mestari 1,2025-06-22 10:03:14,2025-06-27 10:03:09,kolme,три,"{""Nominatiivi"": ""kolme"", ""Sound"": ""[sound:fi_sm1_nom_44.mp3]"", ""Back"": ""три"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536431,Young,Finnish::Suomen Mestari 1,2025-06-22 10:03:41,2025-06-27 10:09:33,neljä,четыре,"{""Nominatiivi"": ""neljä"", ""Sound"": ""[sound:fi_sm1_nom_45.mp3]"", ""Back"": ""четыре"", ""Hint"": ""n..."", ""example_1_fin"": ""Keittiössä on <b><i>neljä</i></b> tuoliä."", ""sound_example_1"": ""[sound:fi_sm1_ex3_45.mp3]"", ""example_1_rus"": ""На кухне <b><i>четыре</i></b> стула."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536432,Young,Finnish::Suomen Mestari 1,2025-06-22 10:03:45,2025-06-26 09:37:27,viisi,пять,"{""Nominatiivi"": ""viisi"", ""Sound"": ""[sound:fi_sm1_nom_46.mp3]"", ""Back"": ""пять"", ""Hint"": ""v..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536433,Young,Finnish::Suomen Mestari 1,2025-06-22 10:04:09,2025-06-27 10:03:50,kuusi (numero),шесть,"{""Nominatiivi"": ""kuusi (<i>numero</i>)"", ""Sound"": ""[sound:fi_sm1_nom_47.mp3]"", ""Back"": ""шесть"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536434,Young,Finnish::Suomen Mestari 1,2025-06-22 10:04:36,2025-06-26 09:53:36,seitsemän,семь,"{""Nominatiivi"": ""seitsemän"", ""Sound"": ""[sound:fi_sm1_nom_48.mp3]"", ""Back"": ""семь"", ""Hint"": ""s..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536435,Young,Finnish::Suomen Mestari 1,2025-06-22 10:04:41,2025-06-27 10:02:48,kahdeksan,восемь,"{""Nominatiivi"": ""kahdeksan"", ""Sound"": ""[sound:fi_sm1_nom_49.mp3]"", ""Back"": ""восемь"", ""Hint"": ""k..."", ""example_1_fin"": ""Olen töissä <b><i>kahdeksan</i></b> tuntia."", ""sound_example_1"": ""[sound:fi_sm1_ex3_49.mp3]"", ""example_1_rus"": ""Я на работе<b><i> восемь</i></b> часов."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536436,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:15,2025-06-28 10:21:24,yhdeksän,девять,"{""Nominatiivi"": ""yhdeksän"", ""Sound"": ""[sound:fi_sm1_nom_50.mp3]"", ""Back"": ""девять"", ""Hint"": ""y..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536437,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:25,2025-06-28 10:19:37,kymmenen,десять,"{""Nominatiivi"": ""kymmenen"", ""Sound"": ""[sound:fi_sm1_nom_51.mp3]"", ""Back"": ""десять"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536438,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:31,2025-06-27 10:07:02,yksitoista,одиннадцать,"{""Nominatiivi"": ""yksitoista"", ""Sound"": ""[sound:fi_sm1_nom_52.mp3]"", ""Back"": ""одиннадцать"", ""Hint"": ""y..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536439,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:35,2025-06-28 10:19:25,kaksitoista,двенадцать,"{""Nominatiivi"": ""kaksitoista"", ""Sound"": ""[sound:fi_sm1_nom_53.mp3]"", ""Back"": ""двенадцать"", ""Hint"": ""k..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536440,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:40,2025-06-27 10:07:42,se,это (когда говорящий не указывает на предмет),"{""Nominatiivi"": ""se"", ""Sound"": ""[sound:fi_sm1_nom_54.mp3]"", ""Back"": ""это (<i>когда говорящий не указывает на предмет</i>)"", ""Hint"": ""s..."", ""example_1_fin"": ""<b><i>Se</i></b> on museo."", ""sound_example_1"": ""[sound:fi_sm1_ex3_54.mp3]"", ""example_1_rus"": ""<b><i>Это</i></b> музей."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536441,Young,Finnish::Suomen Mestari 1,2025-06-23 09:40:57,2025-06-28 10:19:31,te,вы,"{""Nominatiivi"": ""te"", ""Sound"": ""[sound:fi_sm1_nom_55.mp3]"", ""Back"": ""вы"", ""Hint"": ""t..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536442,Young,Finnish::Suomen Mestari 1,2025-06-23 09:41:07,2025-06-28 10:18:20,puisto,парк,"{""Nominatiivi"": ""puisto"", ""Sound"": ""[sound:fi_sm1_nom_56.mp3]"", ""Back"": ""парк"", ""Hint"": ""p..."", ""example_1_fin"": ""He istuvat <b><i>puisto</i></b>ssa ja puhuvat ja nauravat."", ""sound_example_1"": ""[sound:fi_sm1_ex3_56.mp3]"", ""example_1_rus"": ""Они сидят в <b style=\""font-style: italic;\"">парк</b>е, разговаривают и смеются."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
